,date,time,symbol,strike,expiry,open,high,low,close,volume,oi,prefix,option_type
4045,220103,33540,NIFTY06012217500CE,17500,220106,88.3,92.9,88.0,90.75,856650,2762200,NIFTY060122,CE
8916,220103,33540,NIFTY06012218150CE,18150,220106,1.35,1.45,1.35,1.4,5750,55700,NIFTY060122,CE
3670,220103,33540,NIFTY06012217450CE,17450,220106,114.5,119.9,113.95,117.3,277100,922500,NIFTY060122,CE
9663,220103,33540,NIFTY06012218250CE,18250,220106,1.2,1.2,1.2,1.2,50,29300,NIFTY060122,CE
3295,220103,33540,NIFTY06012217400CE,17400,220106,144.3,150.3,144.15,147.6,542700,2432500,NIFTY060122,CE
1798,220103,33540,NIFTY06012217200CE,17200,220106,294.9,303.15,294.55,299.05,53100,1631700,NIFTY060122,CE
9288,220103,33540,NIFTY06012218200CE,18200,220106,1.25,1.25,1.15,1.2,71900,890500,NIFTY060122,CE
50,220103,33540,NIFTY06012216500CE,16500,220106,953.35,967.4,953.35,967.4,350,34750,NIFTY060122,CE
14243,220103,33540,NIFTY06012219350CE,19350,220106,0.75,0.75,0.75,0.75,100,2200,NIFTY060122,CE
2545,220103,33540,NIFTY06012217300CE,17300,220106,215.1,222.7,214.55,219.95,417900,1997800,NIFTY060122,CE
299,220103,33540,NIFTY06012216800CE,16800,220106,661.0,673.0,661.0,673.0,850,134850,NIFTY060122,CE
7795,220103,33540,NIFTY06012218000CE,18000,220106,2.45,2.45,2.35,2.4,228450,4091050,NIFTY060122,CE
2546,220103,33600,NIFTY06012217300CE,17300,220106,222.15,225.0,218.45,221.3,350450,2097000,NIFTY060122,CE
2174,220103,33600,NIFTY06012217250CE,17250,220106,260.0,264.1,256.5,260.6,22400,244900,NIFTY060122,CE
1214,220103,33600,NIFTY06012217100CE,17100,220106,390.65,395.65,386.55,391.15,10000,231450,NIFTY060122,CE
3671,220103,33600,NIFTY06012217450CE,17450,220106,119.3,121.8,116.3,119.3,327350,988450,NIFTY060122,CE
13326,220103,33600,NIFTY06012218950CE,18950,220106,0.9,0.9,0.8,0.8,3400,22300,NIFTY060122,CE
5171,220103,33600,NIFTY06012217650CE,17650,220106,34.1,35.4,33.4,34.25,156850,1139950,NIFTY060122,CE
7046,220103,33600,NIFTY06012217900CE,17900,220106,3.75,3.8,3.65,3.75,138550,2025800,NIFTY060122,CE
11202,220103,33600,NIFTY06012218500CE,18500,220106,0.9,0.95,0.9,0.9,62600,3058050,NIFTY060122,CE
12219,220103,33600,NIFTY06012218700CE,18700,220106,0.75,0.75,0.75,0.75,1300,149450,NIFTY060122,CE
14244,220103,33600,NIFTY06012219350CE,19350,220106,0.75,0.75,0.75,0.75,500,3200,NIFTY060122,CE
1799,220103,33600,NIFTY06012217200CE,17200,220106,303.0,306.65,298.6,302.95,47300,1579450,NIFTY060122,CE
5546,220103,33600,NIFTY06012217700CE,17700,220106,22.7,23.6,22.0,22.85,306250,2823200,NIFTY060122,CE
3296,220103,33600,NIFTY06012217400CE,17400,220106,149.8,152.65,146.9,149.9,540850,2397050,NIFTY060122,CE
8917,220103,33600,NIFTY06012218150CE,18150,220106,1.4,1.5,1.4,1.5,10900,64500,NIFTY060122,CE
9289,220103,33600,NIFTY06012218200CE,18200,220106,1.25,1.25,1.15,1.25,47350,898450,NIFTY060122,CE
4796,220103,33600,NIFTY06012217600CE,17600,220106,49.65,50.95,48.1,49.4,427700,2225100,NIFTY060122,CE
13438,220103,33600,NIFTY06012219000CE,19000,220106,0.65,0.7,0.6,0.65,24850,493550,NIFTY060122,CE
9664,220103,33600,NIFTY06012218250CE,18250,220106,1.2,1.25,1.2,1.25,4650,29450,NIFTY060122,CE
4421,220103,33600,NIFTY06012217550CE,17550,220106,68.05,70.55,66.85,68.3,210550,819900,NIFTY060122,CE
9997,220103,33600,NIFTY06012218300CE,18300,220106,1.1,1.15,1.1,1.1,31850,377150,NIFTY060122,CE
11569,220103,33600,NIFTY06012218550CE,18550,220106,1.0,1.0,0.95,0.95,50,10800,NIFTY060122,CE
8542,220103,33600,NIFTY06012218100CE,18100,220106,1.65,1.7,1.6,1.65,82450,1060450,NIFTY060122,CE
11773,220103,33600,NIFTY06012218600CE,18600,220106,0.9,0.9,0.8,0.8,5600,104000,NIFTY060122,CE
1082,220103,33600,NIFTY06012217050CE,17050,220106,425.35,439.05,425.35,436.45,300,17250,NIFTY060122,CE
14780,220103,33600,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,1300,245350,NIFTY060122,CE
7421,220103,33600,NIFTY06012217950CE,17950,220106,2.75,2.75,2.65,2.65,44150,359950,NIFTY060122,CE
14443,220103,33600,NIFTY06012219500CE,19500,220106,0.7,0.7,0.7,0.7,5400,247400,NIFTY060122,CE
12040,220103,33600,NIFTY06012218650CE,18650,220106,0.95,0.95,0.95,0.95,400,12400,NIFTY060122,CE
655,220103,33600,NIFTY06012216950CE,16950,220106,530.55,532.45,529.55,532.45,150,17250,NIFTY060122,CE
2921,220103,33600,NIFTY06012217350CE,17350,220106,182.7,187.4,181.3,183.45,113400,930050,NIFTY060122,CE
10633,220103,33600,NIFTY06012218400CE,18400,220106,1.05,1.05,1.0,1.05,2750,172250,NIFTY060122,CE
470,220103,33600,NIFTY06012216900CE,16900,220106,570.75,582.0,570.75,582.0,400,128300,NIFTY060122,CE
5921,220103,33600,NIFTY06012217750CE,17750,220106,14.55,14.95,13.95,14.6,140700,1186900,NIFTY060122,CE
14021,220103,33600,NIFTY06012219200CE,19200,220106,0.6,0.7,0.6,0.7,900,15700,NIFTY060122,CE
8171,220103,33600,NIFTY06012218050CE,18050,220106,2.0,2.05,1.95,2.0,31300,150950,NIFTY060122,CE
14722,220103,33600,NIFTY06012219550CE,19550,220106,0.8,0.8,0.75,0.75,50,750,NIFTY060122,CE
212,220103,33600,NIFTY06012216700CE,16700,220106,774.95,779.75,772.25,779.75,500,28650,NIFTY060122,CE
4046,220103,33600,NIFTY06012217500CE,17500,220106,92.4,94.25,89.7,92.25,762800,2951800,NIFTY060122,CE
444,220103,33600,NIFTY06012216850CE,16850,220106,627.95,627.95,627.95,627.95,50,7900,NIFTY060122,CE
10359,220103,33600,NIFTY06012218350CE,18350,220106,1.1,1.1,1.05,1.05,500,15050,NIFTY060122,CE
718,220103,33600,NIFTY06012217000CE,17000,220106,481.85,489.0,480.3,485.3,19100,367150,NIFTY060122,CE
6296,220103,33600,NIFTY06012217800CE,17800,220106,9.05,9.25,8.65,9.1,257650,2278550,NIFTY060122,CE
12883,220103,33600,NIFTY06012218850CE,18850,220106,0.8,0.8,0.55,0.55,200,13100,NIFTY060122,CE
6671,220103,33600,NIFTY06012217850CE,17850,220106,5.6,5.65,5.3,5.65,79850,745850,NIFTY060122,CE
13093,220103,33600,NIFTY06012218900CE,18900,220106,0.65,0.65,0.6,0.65,2100,72600,NIFTY060122,CE
51,220103,33600,NIFTY06012216500CE,16500,220106,967.4,974.25,967.4,974.25,300,35100,NIFTY060122,CE
1575,220103,33600,NIFTY06012217150CE,17150,220106,347.0,350.0,341.55,349.65,2850,61600,NIFTY060122,CE
300,220103,33600,NIFTY06012216800CE,16800,220106,673.0,675.7,671.95,675.45,750,134900,NIFTY060122,CE
7796,220103,33600,NIFTY06012218000CE,18000,220106,2.4,2.45,2.35,2.35,198150,4184000,NIFTY060122,CE
12637,220103,33600,NIFTY06012218800CE,18800,220106,0.7,0.7,0.7,0.7,1800,130300,NIFTY060122,CE
11570,220103,33660,NIFTY06012218550CE,18550,220106,0.95,0.95,0.9,0.9,100,10800,NIFTY060122,CE
12220,220103,33660,NIFTY06012218700CE,18700,220106,0.75,0.75,0.6,0.7,18550,149450,NIFTY060122,CE
9665,220103,33660,NIFTY06012218250CE,18250,220106,1.25,1.25,1.15,1.2,550,29450,NIFTY060122,CE
5172,220103,33660,NIFTY06012217650CE,17650,220106,34.45,34.5,30.45,32.2,142200,1139950,NIFTY060122,CE
4422,220103,33660,NIFTY06012217550CE,17550,220106,68.9,69.05,62.05,65.0,189700,819900,NIFTY060122,CE
13439,220103,33660,NIFTY06012219000CE,19000,220106,0.65,0.65,0.6,0.65,5600,493550,NIFTY060122,CE
12638,220103,33660,NIFTY06012218800CE,18800,220106,0.7,0.7,0.6,0.65,4150,130300,NIFTY060122,CE
272,220103,33660,NIFTY06012216750CE,16750,220106,693.55,719.25,693.55,719.25,100,5050,NIFTY060122,CE
11203,220103,33660,NIFTY06012218500CE,18500,220106,0.9,0.95,0.9,0.95,43200,3058050,NIFTY060122,CE
7047,220103,33660,NIFTY06012217900CE,17900,220106,3.7,3.75,3.5,3.55,143450,2025800,NIFTY060122,CE
1215,220103,33660,NIFTY06012217100CE,17100,220106,392.2,392.35,377.65,381.8,6950,231450,NIFTY060122,CE
3297,220103,33660,NIFTY06012217400CE,17400,220106,150.35,150.5,139.0,143.55,404150,2397050,NIFTY060122,CE
8918,220103,33660,NIFTY06012218150CE,18150,220106,1.5,1.5,1.45,1.5,7750,64500,NIFTY060122,CE
9998,220103,33660,NIFTY06012218300CE,18300,220106,1.1,1.15,1.1,1.15,24850,377150,NIFTY060122,CE
5922,220103,33660,NIFTY06012217750CE,17750,220106,14.55,14.6,12.7,13.65,116250,1186900,NIFTY060122,CE
13094,220103,33660,NIFTY06012218900CE,18900,220106,0.55,0.55,0.55,0.55,1400,72600,NIFTY060122,CE
10360,220103,33660,NIFTY06012218350CE,18350,220106,1.05,1.05,1.05,1.05,50,15050,NIFTY060122,CE
4047,220103,33660,NIFTY06012217500CE,17500,220106,92.5,92.5,83.75,87.55,711800,2951800,NIFTY060122,CE
719,220103,33660,NIFTY06012217000CE,17000,220106,485.1,486.85,469.6,473.8,4900,367150,NIFTY060122,CE
14781,220103,33660,NIFTY06012219600CE,19600,220106,0.55,0.55,0.5,0.5,6700,245350,NIFTY060122,CE
6672,220103,33660,NIFTY06012217850CE,17850,220106,5.6,5.6,5.1,5.25,77700,745850,NIFTY060122,CE
1576,220103,33660,NIFTY06012217150CE,17150,220106,347.15,347.15,335.0,336.75,1550,61600,NIFTY060122,CE
14444,220103,33660,NIFTY06012219500CE,19500,220106,0.7,0.7,0.65,0.65,11750,247400,NIFTY060122,CE
7422,220103,33660,NIFTY06012217950CE,17950,220106,2.65,2.7,2.6,2.6,33650,359950,NIFTY060122,CE
1083,220103,33660,NIFTY06012217050CE,17050,220106,436.45,436.45,428.05,428.05,150,17250,NIFTY060122,CE
8172,220103,33660,NIFTY06012218050CE,18050,220106,2.0,2.05,1.95,2.0,28050,150950,NIFTY060122,CE
14022,220103,33660,NIFTY06012219200CE,19200,220106,0.7,0.7,0.6,0.6,50,15700,NIFTY060122,CE
2922,220103,33660,NIFTY06012217350CE,17350,220106,185.0,185.0,171.85,177.1,110200,930050,NIFTY060122,CE
10634,220103,33660,NIFTY06012218400CE,18400,220106,1.05,1.05,1.0,1.05,4850,172250,NIFTY060122,CE
471,220103,33660,NIFTY06012216900CE,16900,220106,582.0,582.0,570.0,570.0,100,128300,NIFTY060122,CE
5547,220103,33660,NIFTY06012217700CE,17700,220106,22.95,22.95,20.1,21.4,272750,2823200,NIFTY060122,CE
152,220103,33660,NIFTY06012216600CE,16600,220106,845.0,870.4,845.0,865.7,200,19100,NIFTY060122,CE
11774,220103,33660,NIFTY06012218600CE,18600,220106,0.8,0.85,0.8,0.8,350,104000,NIFTY060122,CE
8543,220103,33660,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,31750,1060450,NIFTY060122,CE
4797,220103,33660,NIFTY06012217600CE,17600,220106,49.75,49.8,44.3,46.45,412750,2225100,NIFTY060122,CE
10965,220103,33660,NIFTY06012218450CE,18450,220106,1.0,1.0,0.95,0.95,450,10650,NIFTY060122,CE
1800,220103,33660,NIFTY06012217200CE,17200,220106,303.95,303.95,288.75,293.7,44950,1579450,NIFTY060122,CE
9290,220103,33660,NIFTY06012218200CE,18200,220106,1.25,1.25,1.2,1.25,21200,898450,NIFTY060122,CE
6297,220103,33660,NIFTY06012217800CE,17800,220106,9.05,9.1,8.0,8.55,187650,2278550,NIFTY060122,CE
3672,220103,33660,NIFTY06012217450CE,17450,220106,119.6,119.65,109.4,113.9,265350,988450,NIFTY060122,CE
301,220103,33660,NIFTY06012216800CE,16800,220106,675.45,675.45,671.35,671.35,50,134900,NIFTY060122,CE
12884,220103,33660,NIFTY06012218850CE,18850,220106,0.55,0.65,0.55,0.6,2600,13100,NIFTY060122,CE
7797,220103,33660,NIFTY06012218000CE,18000,220106,2.35,2.4,2.25,2.3,267600,4184000,NIFTY060122,CE
2175,220103,33660,NIFTY06012217250CE,17250,220106,261.5,262.35,246.95,252.3,19550,244900,NIFTY060122,CE
2547,220103,33660,NIFTY06012217300CE,17300,220106,222.7,222.9,208.4,214.05,224250,2097000,NIFTY060122,CE
1216,220103,33720,NIFTY06012217100CE,17100,220106,381.8,386.0,377.65,386.0,3750,231450,NIFTY060122,CE
5173,220103,33720,NIFTY06012217650CE,17650,220106,32.3,33.0,30.8,33.0,105450,1139950,NIFTY060122,CE
4423,220103,33720,NIFTY06012217550CE,17550,220106,65.1,66.15,62.3,66.15,124300,819900,NIFTY060122,CE
12221,220103,33720,NIFTY06012218700CE,18700,220106,0.7,0.7,0.65,0.65,3150,149450,NIFTY060122,CE
9999,220103,33720,NIFTY06012218300CE,18300,220106,1.15,1.15,1.1,1.15,4900,377150,NIFTY060122,CE
1084,220103,33720,NIFTY06012217050CE,17050,220106,428.05,428.05,422.8,425.0,250,17250,NIFTY060122,CE
8544,220103,33720,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.65,39050,1060450,NIFTY060122,CE
8919,220103,33720,NIFTY06012218150CE,18150,220106,1.5,1.55,1.45,1.5,9400,64500,NIFTY060122,CE
4048,220103,33720,NIFTY06012217500CE,17500,220106,87.95,88.85,84.5,88.85,481750,2951800,NIFTY060122,CE
9666,220103,33720,NIFTY06012218250CE,18250,220106,1.2,1.2,1.15,1.15,300,29450,NIFTY060122,CE
1801,220103,33720,NIFTY06012217200CE,17200,220106,294.55,297.35,289.15,297.35,31050,1579450,NIFTY060122,CE
3673,220103,33720,NIFTY06012217450CE,17450,220106,114.05,115.45,110.3,115.45,168100,988450,NIFTY060122,CE
2548,220103,33720,NIFTY06012217300CE,17300,220106,214.75,216.6,209.15,216.6,91500,2097000,NIFTY060122,CE
13440,220103,33720,NIFTY06012219000CE,19000,220106,0.65,0.65,0.6,0.6,12900,493550,NIFTY060122,CE
720,220103,33720,NIFTY06012217000CE,17000,220106,473.8,480.15,470.7,480.15,2200,367150,NIFTY060122,CE
472,220103,33720,NIFTY06012216900CE,16900,220106,570.0,572.0,566.4,571.2,450,128300,NIFTY060122,CE
10635,220103,33720,NIFTY06012218400CE,18400,220106,1.05,1.05,1.05,1.05,250,172250,NIFTY060122,CE
141,220103,33720,NIFTY06012216550CE,16550,220106,921.1,921.1,911.95,911.95,100,1300,NIFTY060122,CE
656,220103,33720,NIFTY06012216950CE,16950,220106,532.45,532.45,517.95,524.45,200,17250,NIFTY060122,CE
5923,220103,33720,NIFTY06012217750CE,17750,220106,13.6,14.0,13.05,14.0,99250,1186900,NIFTY060122,CE
7423,220103,33720,NIFTY06012217950CE,17950,220106,2.6,2.65,2.55,2.55,18850,359950,NIFTY060122,CE
8173,220103,33720,NIFTY06012218050CE,18050,220106,2.0,2.0,1.95,1.95,33400,150950,NIFTY060122,CE
11775,220103,33720,NIFTY06012218600CE,18600,220106,0.8,0.8,0.8,0.8,1250,104000,NIFTY060122,CE
6298,220103,33720,NIFTY06012217800CE,17800,220106,8.55,8.7,8.2,8.7,156450,2278550,NIFTY060122,CE
14445,220103,33720,NIFTY06012219500CE,19500,220106,0.65,0.7,0.65,0.65,3800,247400,NIFTY060122,CE
213,220103,33720,NIFTY06012216700CE,16700,220106,779.75,779.75,764.3,764.3,50,28650,NIFTY060122,CE
6673,220103,33720,NIFTY06012217850CE,17850,220106,5.3,5.35,5.15,5.3,38900,745850,NIFTY060122,CE
273,220103,33720,NIFTY06012216750CE,16750,220106,719.25,719.25,713.1,713.1,50,5050,NIFTY060122,CE
12639,220103,33720,NIFTY06012218800CE,18800,220106,0.65,0.65,0.65,0.65,50,130300,NIFTY060122,CE
3298,220103,33720,NIFTY06012217400CE,17400,220106,144.3,145.6,139.55,145.6,298600,2397050,NIFTY060122,CE
7048,220103,33720,NIFTY06012217900CE,17900,220106,3.55,3.6,3.45,3.55,89350,2025800,NIFTY060122,CE
11204,220103,33720,NIFTY06012218500CE,18500,220106,0.95,0.95,0.9,0.95,6250,3058050,NIFTY060122,CE
5548,220103,33720,NIFTY06012217700CE,17700,220106,21.45,21.9,20.45,21.9,217000,2823200,NIFTY060122,CE
52,220103,33720,NIFTY06012216500CE,16500,220106,974.25,974.25,957.35,960.0,250,35100,NIFTY060122,CE
9291,220103,33720,NIFTY06012218200CE,18200,220106,1.25,1.25,1.2,1.2,20100,898450,NIFTY060122,CE
13095,220103,33720,NIFTY06012218900CE,18900,220106,0.55,0.55,0.55,0.55,50,72600,NIFTY060122,CE
2923,220103,33720,NIFTY06012217350CE,17350,220106,177.8,179.6,173.1,179.6,79550,930050,NIFTY060122,CE
1577,220103,33720,NIFTY06012217150CE,17150,220106,336.75,340.0,334.7,338.2,750,61600,NIFTY060122,CE
14782,220103,33720,NIFTY06012219600CE,19600,220106,0.5,0.5,0.5,0.5,1900,245350,NIFTY060122,CE
4798,220103,33720,NIFTY06012217600CE,17600,220106,46.9,47.5,44.7,47.5,297250,2225100,NIFTY060122,CE
302,220103,33720,NIFTY06012216800CE,16800,220106,671.35,671.35,661.5,667.7,1750,134900,NIFTY060122,CE
2176,220103,33720,NIFTY06012217250CE,17250,220106,252.3,255.3,247.7,255.3,11850,244900,NIFTY060122,CE
7798,220103,33720,NIFTY06012218000CE,18000,220106,2.25,2.3,2.25,2.3,137950,4184000,NIFTY060122,CE
12885,220103,33720,NIFTY06012218850CE,18850,220106,0.65,0.65,0.6,0.6,2100,13100,NIFTY060122,CE
7799,220103,33780,NIFTY06012218000CE,18000,220106,2.25,2.3,2.25,2.3,133350,4243050,NIFTY060122,CE
2177,220103,33780,NIFTY06012217250CE,17250,220106,254.95,254.95,246.9,250.15,5850,243550,NIFTY060122,CE
53,220103,33780,NIFTY06012216500CE,16500,220106,960.0,960.0,959.95,959.95,50,35150,NIFTY060122,CE
303,220103,33780,NIFTY06012216800CE,16800,220106,672.0,672.0,661.4,661.4,200,134800,NIFTY060122,CE
9292,220103,33780,NIFTY06012218200CE,18200,220106,1.25,1.25,1.2,1.25,22300,904900,NIFTY060122,CE
214,220103,33780,NIFTY06012216700CE,16700,220106,764.3,764.3,764.3,764.3,50,28600,NIFTY060122,CE
14783,220103,33780,NIFTY06012219600CE,19600,220106,0.5,0.5,0.5,0.5,2050,245300,NIFTY060122,CE
5924,220103,33780,NIFTY06012217750CE,17750,220106,13.85,13.85,12.9,13.3,102300,1201100,NIFTY060122,CE
2924,220103,33780,NIFTY06012217350CE,17350,220106,179.05,179.05,171.9,174.25,39000,907000,NIFTY060122,CE
657,220103,33780,NIFTY06012216950CE,16950,220106,526.05,526.05,521.5,521.6,450,16900,NIFTY060122,CE
6674,220103,33780,NIFTY06012217850CE,17850,220106,5.25,5.3,5.05,5.15,25750,771250,NIFTY060122,CE
10000,220103,33780,NIFTY06012218300CE,18300,220106,1.1,1.15,1.1,1.15,5450,374500,NIFTY060122,CE
1578,220103,33780,NIFTY06012217150CE,17150,220106,338.2,338.5,330.6,333.75,350,61000,NIFTY060122,CE
6299,220103,33780,NIFTY06012217800CE,17800,220106,8.6,8.65,8.15,8.25,130600,2362900,NIFTY060122,CE
8174,220103,33780,NIFTY06012218050CE,18050,220106,1.95,2.0,1.95,1.95,2250,136750,NIFTY060122,CE
8545,220103,33780,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.6,20750,1088950,NIFTY060122,CE
12222,220103,33780,NIFTY06012218700CE,18700,220106,0.65,0.65,0.6,0.6,8150,149550,NIFTY060122,CE
11776,220103,33780,NIFTY06012218600CE,18600,220106,0.8,0.8,0.75,0.75,3000,107700,NIFTY060122,CE
4049,220103,33780,NIFTY06012217500CE,17500,220106,88.65,88.65,83.65,85.4,341550,3169200,NIFTY060122,CE
10966,220103,33780,NIFTY06012218450CE,18450,220106,1.0,1.0,1.0,1.0,500,10400,NIFTY060122,CE
9667,220103,33780,NIFTY06012218250CE,18250,220106,1.15,1.25,1.15,1.25,400,29450,NIFTY060122,CE
7049,220103,33780,NIFTY06012217900CE,17900,220106,3.55,3.6,3.45,3.5,77850,2051350,NIFTY060122,CE
4424,220103,33780,NIFTY06012217550CE,17550,220106,66.0,66.0,61.75,63.2,108700,870450,NIFTY060122,CE
721,220103,33780,NIFTY06012217000CE,17000,220106,480.15,480.15,469.15,473.4,3200,368100,NIFTY060122,CE
10636,220103,33780,NIFTY06012218400CE,18400,220106,1.05,1.05,1.05,1.05,2000,172750,NIFTY060122,CE
473,220103,33780,NIFTY06012216900CE,16900,220106,571.2,571.2,567.1,567.1,100,128000,NIFTY060122,CE
8920,220103,33780,NIFTY06012218150CE,18150,220106,1.5,1.5,1.5,1.5,700,64500,NIFTY060122,CE
5174,220103,33780,NIFTY06012217650CE,17650,220106,32.7,32.7,30.35,31.3,85050,1158500,NIFTY060122,CE
12041,220103,33780,NIFTY06012218650CE,18650,220106,0.95,0.95,0.65,0.65,50,12700,NIFTY060122,CE
7424,220103,33780,NIFTY06012217950CE,17950,220106,2.55,2.6,2.55,2.55,8450,383800,NIFTY060122,CE
5549,220103,33780,NIFTY06012217700CE,17700,220106,21.65,21.7,20.2,20.85,137300,2962900,NIFTY060122,CE
14446,220103,33780,NIFTY06012219500CE,19500,220106,0.65,0.7,0.65,0.65,14200,246800,NIFTY060122,CE
3299,220103,33780,NIFTY06012217400CE,17400,220106,145.15,145.15,138.6,141.05,223950,2432500,NIFTY060122,CE
1217,220103,33780,NIFTY06012217100CE,17100,220106,384.95,384.95,375.8,379.5,5050,227950,NIFTY060122,CE
4799,220103,33780,NIFTY06012217600CE,17600,220106,47.25,47.25,44.05,45.35,237950,2272600,NIFTY060122,CE
13441,220103,33780,NIFTY06012219000CE,19000,220106,0.6,0.6,0.6,0.6,18000,500550,NIFTY060122,CE
1802,220103,33780,NIFTY06012217200CE,17200,220106,297.4,297.4,288.0,291.4,22450,1555050,NIFTY060122,CE
12640,220103,33780,NIFTY06012218800CE,18800,220106,0.65,0.65,0.6,0.6,500,130250,NIFTY060122,CE
3674,220103,33780,NIFTY06012217450CE,17450,220106,115.25,115.25,108.85,111.55,122300,1055250,NIFTY060122,CE
2549,220103,33780,NIFTY06012217300CE,17300,220106,216.5,216.5,208.0,211.65,95250,2164050,NIFTY060122,CE
11205,220103,33780,NIFTY06012218500CE,18500,220106,0.9,0.95,0.9,0.9,9100,3075550,NIFTY060122,CE
12466,220103,33780,NIFTY06012218750CE,18750,220106,0.8,0.8,0.8,0.8,50,14050,NIFTY060122,CE
6300,220103,33840,NIFTY06012217800CE,17800,220106,8.3,8.3,7.5,7.55,206100,2362900,NIFTY060122,CE
8175,220103,33840,NIFTY06012218050CE,18050,220106,1.95,2.0,1.9,1.9,8750,136750,NIFTY060122,CE
7425,220103,33840,NIFTY06012217950CE,17950,220106,2.55,2.6,2.5,2.5,37500,383800,NIFTY060122,CE
12042,220103,33840,NIFTY06012218650CE,18650,220106,0.65,0.85,0.65,0.75,150,12700,NIFTY060122,CE
722,220103,33840,NIFTY06012217000CE,17000,220106,473.4,473.4,458.05,459.4,6950,368100,NIFTY060122,CE
7800,220103,33840,NIFTY06012218000CE,18000,220106,2.3,2.3,2.2,2.2,164050,4243050,NIFTY060122,CE
2925,220103,33840,NIFTY06012217350CE,17350,220106,174.8,174.8,163.35,163.85,92500,907000,NIFTY060122,CE
13860,220103,33840,NIFTY06012219100CE,19100,220106,0.7,0.7,0.7,0.7,50,9700,NIFTY060122,CE
1579,220103,33840,NIFTY06012217150CE,17150,220106,333.6,333.6,321.3,322.15,1050,61000,NIFTY060122,CE
5925,220103,33840,NIFTY06012217750CE,17750,220106,13.25,13.25,11.85,11.9,88350,1201100,NIFTY060122,CE
8921,220103,33840,NIFTY06012218150CE,18150,220106,1.5,1.5,1.4,1.4,4750,67100,NIFTY060122,CE
10637,220103,33840,NIFTY06012218400CE,18400,220106,1.05,1.05,1.0,1.05,13900,172750,NIFTY060122,CE
5175,220103,33840,NIFTY06012217650CE,17650,220106,31.25,31.25,27.7,27.95,124350,1158500,NIFTY060122,CE
4050,220103,33840,NIFTY06012217500CE,17500,220106,85.4,85.4,77.6,78.0,718000,3169200,NIFTY060122,CE
11777,220103,33840,NIFTY06012218600CE,18600,220106,0.75,0.8,0.75,0.8,6050,107700,NIFTY060122,CE
9668,220103,33840,NIFTY06012218250CE,18250,220106,1.25,1.25,1.2,1.2,900,29850,NIFTY060122,CE
11571,220103,33840,NIFTY06012218550CE,18550,220106,0.9,0.9,0.8,0.85,350,10750,NIFTY060122,CE
153,220103,33840,NIFTY06012216600CE,16600,220106,865.7,865.7,850.0,850.0,400,19000,NIFTY060122,CE
4425,220103,33840,NIFTY06012217550CE,17550,220106,63.3,63.3,56.9,57.2,200700,870450,NIFTY060122,CE
474,220103,33840,NIFTY06012216900CE,16900,220106,567.1,567.1,559.1,559.1,400,128000,NIFTY060122,CE
1803,220103,33840,NIFTY06012217200CE,17200,220106,291.4,291.4,277.55,277.55,50800,1555050,NIFTY060122,CE
215,220103,33840,NIFTY06012216700CE,16700,220106,764.3,764.3,746.55,746.55,200,28600,NIFTY060122,CE
11206,220103,33840,NIFTY06012218500CE,18500,220106,0.9,0.95,0.9,0.9,22750,3075550,NIFTY060122,CE
5550,220103,33840,NIFTY06012217700CE,17700,220106,20.7,20.7,18.5,18.65,240300,2962900,NIFTY060122,CE
304,220103,33840,NIFTY06012216800CE,16800,220106,661.4,661.7,653.4,653.4,1450,134800,NIFTY060122,CE
12467,220103,33840,NIFTY06012218750CE,18750,220106,0.8,0.8,0.65,0.65,200,14050,NIFTY060122,CE
658,220103,33840,NIFTY06012216950CE,16950,220106,521.6,521.6,506.15,506.15,100,16900,NIFTY060122,CE
6675,220103,33840,NIFTY06012217850CE,17850,220106,5.15,5.2,4.8,4.85,64500,771250,NIFTY060122,CE
14784,220103,33840,NIFTY06012219600CE,19600,220106,0.5,0.5,0.5,0.5,2950,245300,NIFTY060122,CE
14447,220103,33840,NIFTY06012219500CE,19500,220106,0.65,0.7,0.65,0.65,13750,246800,NIFTY060122,CE
12641,220103,33840,NIFTY06012218800CE,18800,220106,0.6,0.65,0.6,0.65,400,130250,NIFTY060122,CE
